target_pref_name,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
ATP-binding cassette sub-family G member 2,CHEMBL4075334,O=[N+]([O-])c1cc(Nc2nc(-c3ccccc3)nc3ncccc23)ccc1O,528.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4074563,O=[N+]([O-])c1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,19500.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL4069654,N#Cc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,400.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4066611,N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,1210.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4070627,COc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,150.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4077346,COc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,238.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4081623,COc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1OC,343.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4062196,CSc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,206.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4104361,Oc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,1230.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4076800,Oc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,2040.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4092472,CC(=O)Nc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,5270.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL547193,FC(F)(F)c1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,177.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4077318,Fc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,164.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4060543,Clc1cccc(Nc2nc(-c3ccccc3)nc3ncccc23)c1,454.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4075963,COc1cccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3cccnc3n2)c1,747.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4064296,COc1cccc(-c2nc(Nc3ccc(O)c([N+](=O)[O-])c3)c3cccnc3n2)c1,1260.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4094899,COc1cccc(-c2nc(Nc3cccc(C#N)c3)c3cccnc3n2)c1,348.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4073213,COc1cccc(-c2nc(Nc3ccc(C#N)cc3)c3cccnc3n2)c1,876.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4083745,COc1cccc(-c2nc(Nc3cccc(O)c3)c3cccnc3n2)c1,963.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4101737,COc1cccc(-c2nc(Nc3ccc(O)cc3)c3cccnc3n2)c1,1300.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4073354,COc1cccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3cccnc3n2)c1,572.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4094008,COc1cccc(-c2nc(Nc3cccc(SC)c3)c3cccnc3n2)c1,910.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4099262,COc1cccc(-c2nc(Nc3cccc(NC(C)=O)c3)c3cccnc3n2)c1,6400.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4072305,COc1cccc(-c2nc(Nc3cccc(F)c3)c3cccnc3n2)c1,264.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4091528,COc1cccc(-c2nc(Nc3ccc(F)cc3)c3cccnc3n2)c1,425.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4063711,COc1cccc(-c2nc(Nc3ccc(F)c(F)c3)c3cccnc3n2)c1,163.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4094904,COc1cccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3cccnc3n2)c1,539.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4067469,COc1cccc(-c2nc(Nc3ccc(C(F)(F)F)cc3)c3cccnc3n2)c1,621.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4063699,COc1cccc(-c2nc(Nc3cccc(Cl)c3)c3cccnc3n2)c1,628.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4091514,COc1cccc(-c2nc(Nc3cccc(Br)c3)c3cccnc3n2)c1,1530.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4082782,Fc1cccc(Nc2nc(-c3cccnc3)nc3ncccc23)c1,1230.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4060914,Oc1cccc(Nc2nc(-c3cccnc3)nc3ncccc23)c1,16900.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1194993,c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,882.0,active
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,227.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4072482,c1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,219.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4066611,N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1,1185.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,233.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4086143,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,65400.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL4176120,O=[N+]([O-])c1cccc(-c2nc(Nc3ccccc3)c3ccccc3n2)c1,108.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4164837,O=[N+]([O-])c1cccc(-c2nc(NC3CCCCC3)c3ccccc3n2)c1,2780.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4172744,O=[N+]([O-])c1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,236.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4161427,O=[N+]([O-])c1cccc(-c2nc(Nc3ccc(O)c([N+](=O)[O-])c3)c3ccccc3n2)c1,151.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4169350,N#Cc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,120.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4176534,COc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,121.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4165918,COc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1OC,55.6,active
ATP-binding cassette sub-family G member 2,CHEMBL4166534,COc1cc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)ccc1Br,801.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4176826,CCOc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1OCC,210.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4170247,O=[N+]([O-])c1cccc(-c2nc(Nc3ccc4c(c3)OCCO4)c3ccccc3n2)c1,263.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4168440,CSc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,94.8,active
ATP-binding cassette sub-family G member 2,CHEMBL4161193,CSc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1,88.6,active
ATP-binding cassette sub-family G member 2,CHEMBL4171799,Nc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,284.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4169523,CN(C)c1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,221.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4161606,CCN(CC)c1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,230.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4172917,CC(=O)Nc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,127.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4165025,O=[N+]([O-])c1cccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3ccccc3n2)c1,10700.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL4159429,COc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1C(F)(F)F,16200.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL4167647,O=[N+]([O-])c1cccc(-c2nc(Nc3ccc(I)cc3)c3ccccc3n2)c1,1770.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4171726,O=[N+]([O-])c1ccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)cc1,166.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4171705,N#Cc1cccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)c1,336.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4163316,COc1cccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)c1,107.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4164537,COc1ccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)cc1OC,86.7,active
ATP-binding cassette sub-family G member 2,CHEMBL4176113,COc1ccc(Nc2nc(-c3cccc(C#N)c3)nc3ccccc23)cc1O,297.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4172857,CC(=O)Nc1cccc(Nc2nc(-c3cccc(C#N)c3)nc3ccccc23)c1,225.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4159527,COc1ccccc1-c1nc(Nc2cccc([N+](=O)[O-])c2)c2ccccc2n1,642.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4176228,COc1cccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)c1,139.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4166863,COc1cccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)c1,68.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4160887,COc1cccc(-c2nc(Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)c3ccccc3n2)c1,291.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4164535,COc1cccc(-c2nc(Nc3ccc(F)c([N+](=O)[O-])c3)c3ccccc3n2)c1,1190.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4175165,COc1cccc(-c2nc(Nc3cccc(C#N)c3)c3ccccc3n2)c1,359.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4161119,COc1cccc(-c2nc(Nc3cccc(F)c3)c3ccccc3n2)c1,1640.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4161421,COc1cccc(Nc2nc(-c3cccc(OC)c3)nc3ccccc23)c1,811.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4171304,COc1cccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)c1,480.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4163405,COc1ccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)cc1,183.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4167968,COc1ccc(-c2nc(Nc3cccc(C#N)c3)c3ccccc3n2)cc1,2120.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4160041,COc1ccc(-c2nc(Nc3cccc(OC)c3)c3ccccc3n2)cc1,2140.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4159635,COc1ccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)cc1,418.0,active
ATP-binding cassette sub-family G member 2,CHEMBL3092485,COc1ccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)cc1OC,82.5,active
ATP-binding cassette sub-family G member 2,CHEMBL3092486,COc1ccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)cc1OC,44.2,active
ATP-binding cassette sub-family G member 2,CHEMBL4165009,COc1ccc(-c2nc(Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)c3ccccc3n2)cc1OC,610.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4172203,COc1ccc(-c2nc(Nc3ccc(O)c([N+](=O)[O-])c3)c3ccccc3n2)cc1OC,305.0,active
ATP-binding cassette sub-family G member 2,CHEMBL3092488,COc1ccc(-c2nc(Nc3cccc(C#N)c3)c3ccccc3n2)cc1OC,136.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4163917,COc1ccc(-c2nc(Nc3ccc(OC)c(C(F)(F)F)c3)c3ccccc3n2)cc1OC,795.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4171781,COc1cccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)c1,365.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4160529,COc1cc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)ccc1Br,47.5,active
ATP-binding cassette sub-family G member 2,CHEMBL4168425,COc1ccc(-c2nc(Nc3cccc(F)c3)c3ccccc3n2)cc1OC,462.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4161988,COc1ccc(-c2nc(Nc3cccc(S(=O)(=O)F)c3)c3ccccc3n2)cc1OC,570.0,active
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,227.0,active
ATP-binding cassette sub-family G member 2,CHEMBL118812,O=[N+]([O-])c1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,130.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4171781,COc1cccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)c1,436.52,active
ATP-binding cassette sub-family G member 2,CHEMBL3092486,COc1ccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)cc1OC,43.65,active
ATP-binding cassette sub-family G member 2,CHEMBL3092485,COc1ccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)cc1OC,81.28,active
ATP-binding cassette sub-family G member 2,CHEMBL4171304,COc1cccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)c1,478.63,active
ATP-binding cassette sub-family G member 2,CHEMBL4166863,COc1cccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)c1,66.07,active
ATP-binding cassette sub-family G member 2,CHEMBL4176228,COc1cccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)c1,134.9,active
ATP-binding cassette sub-family G member 2,CHEMBL4164537,COc1ccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)cc1OC,87.1,active
ATP-binding cassette sub-family G member 2,CHEMBL4163316,COc1cccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)c1,107.15,active
ATP-binding cassette sub-family G member 2,CHEMBL4165918,COc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1OC,54.95,active
ATP-binding cassette sub-family G member 2,CHEMBL4176534,COc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,120.23,active
ATP-binding cassette sub-family G member 2,CHEMBL4176534,COc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,1310.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4176826,CCOc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1OCC,3200.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4170247,O=[N+]([O-])c1cccc(-c2nc(Nc3ccc4c(c3)OCCO4)c3ccccc3n2)c1,20.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4168440,CSc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,1470.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4161193,CSc1ccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)cc1,820.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4169523,CN(C)c1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,180.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4161606,CCN(CC)c1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1,84.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4164537,COc1ccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)cc1OC,3100.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4172857,CC(=O)Nc1cccc(Nc2nc(-c3cccc(C#N)c3)nc3ccccc23)c1,1430.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4159527,COc1ccccc1-c1nc(Nc2cccc([N+](=O)[O-])c2)c2ccccc2n1,1060.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4166863,COc1cccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)c1,24000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL4171304,COc1cccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)c1,10900.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL4159635,COc1ccc(-c2nc(Nc3ccc(OC)c(OC)c3)c3ccccc3n2)cc1,1490.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL3092485,COc1ccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)cc1OC,19400.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL3092486,COc1ccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)cc1OC,2960.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4171781,COc1cccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)c1,3820.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4160529,COc1cc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)ccc1Br,2460.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,84.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4159327,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3ccccc3)c2c1,106.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4170623,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3cccc(O)c3)c2c1,65.3,active
ATP-binding cassette sub-family G member 2,CHEMBL4162699,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3ccc(O)c(O)c3)c2c1,119.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4160408,COc1cccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)c1,33.1,active
ATP-binding cassette sub-family G member 2,CHEMBL4171017,COc1ccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)cc1OC,37.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4163784,N#Cc1cccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)c1,48.2,active
ATP-binding cassette sub-family G member 2,CHEMBL4174458,N#Cc1ccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)cc1,48.1,active
ATP-binding cassette sub-family G member 2,CHEMBL4172063,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3cccc(F)c3)c2c1,51.5,active
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,227.0,active
ATP-binding cassette sub-family G member 2,CHEMBL2158554,COc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1OC,152.0,active
ATP-binding cassette sub-family G member 2,CHEMBL1194993,c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,882.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4171155,COc1cccc(Nc2nc(-c3cccnc3)nc3ccc(NC(=O)c4cccnc4)cc23)c1,1040.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4161772,COc1ccc(Nc2nc(-c3cccnc3)nc3ccc(NC(=O)c4cccc([N+](=O)[O-])c4)cc23)cc1,1620.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4172412,COc1cccc(Nc2nc(-c3cccnc3)nc3ccc(NC(=O)c4cccc([N+](=O)[O-])c4)cc23)c1,1150.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4165209,COc1cccc(Nc2nc(-c3cccnc3)nc3ccc(/N=C(\C)OC(C)=O)cc23)c1,5310.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4167361,COc1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc(N)cc23)c1,835.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4173540,Nc1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3cccc(O)c3)c2c1,799.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4165609,Nc1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3ccccc3)c2c1,726.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4176905,COc1ccc(Nc2nc(-c3cccnc3)nc3ccc(N)cc23)cc1,646.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4169043,COc1cccc(Nc2nc(-c3cccnc3)nc3ccc(N)cc23)c1,369.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4164845,COc1ccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3cc([N+](=O)[O-])ccc3n2)cc1OC,57.2,active
ATP-binding cassette sub-family G member 2,CHEMBL4172752,COc1cccc(-c2nc(Nc3cccc(F)c3)c3cc([N+](=O)[O-])ccc3n2)c1,23.4,active
ATP-binding cassette sub-family G member 2,CHEMBL4163310,COc1cccc(-c2nc(Nc3ccc(C#N)cc3)c3cc([N+](=O)[O-])ccc3n2)c1,27.8,active
ATP-binding cassette sub-family G member 2,CHEMBL4171213,CC(=O)Nc1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)c1,44.8,active
ATP-binding cassette sub-family G member 2,CHEMBL4166754,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3ccc(O)c([N+](=O)[O-])c3)c2c1,33.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4174654,O=[N+]([O-])c1ccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)cc1,61.4,active
ATP-binding cassette sub-family G member 2,CHEMBL4175064,O=[N+]([O-])c1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)c1,66.3,active
ATP-binding cassette sub-family G member 2,CHEMBL4164420,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3cccc(F)c3)c2c1,44.8,active
ATP-binding cassette sub-family G member 2,CHEMBL4159937,CSc1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)c1,101.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4167856,COc1ccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)cc1OC,30.2,active
ATP-binding cassette sub-family G member 2,CHEMBL4168022,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3cccc(O)c3)c2c1,27.6,active
ATP-binding cassette sub-family G member 2,CHEMBL4167604,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3ccccc3)c2c1,59.6,active
ATP-binding cassette sub-family G member 2,CHEMBL4159686,N#Cc1cccc(Nc2nc(-c3ccncc3)nc3ccc([N+](=O)[O-])cc23)c1,63.8,active
ATP-binding cassette sub-family G member 2,CHEMBL4164155,COc1ccc(Nc2nc(-c3ccncc3)nc3ccc([N+](=O)[O-])cc23)cc1,75.5,active
ATP-binding cassette sub-family G member 2,CHEMBL4174809,COc1ccc(Nc2nc(-c3cccnc3)nc3ccc([N+](=O)[O-])cc23)cc1,57.7,active
ATP-binding cassette sub-family G member 2,CHEMBL4174412,COc1cccc(Nc2nc(-c3cccnc3)nc3ccc([N+](=O)[O-])cc23)c1,47.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4166495,O=C(O)c1cccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)c1,904.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4170981,CC(=O)Nc1cccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)c1,78.7,active
ATP-binding cassette sub-family G member 2,CHEMBL4163063,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3ccc(O)c([N+](=O)[O-])c3)c2c1,37.4,active
ATP-binding cassette sub-family G member 2,CHEMBL4164189,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3cccc(C(F)(F)F)c3)c2c1,49.1,active
ATP-binding cassette sub-family G member 2,CHEMBL4175885,COc1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)c1,59.0,active
ATP-binding cassette sub-family G member 2,CHEMBL772,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,12600.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL4210872,COc1ccc(-c2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)o2)cc1,90.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4215827,COc1ccc(C(=O)Nc2ccccc2-c2nnc(-c3ccc(OC)cc3)o2)cc1,438.0,active
ATP-binding cassette sub-family G member 2,CHEMBL2170116,O=C(Nc1ccccc1-c1nnc(-c2ccccc2)o1)c1ccccc1,112.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4211389,COc1ccc(-c2cn(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)nn2)cc1,766.0,active
ATP-binding cassette sub-family G member 2,CHEMBL4203097,COc1ccc(C(=O)Nc2ccccc2-n2cc(-c3ccc(OC)cc3)nn2)cc1,2360.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL4202725,O=C(Nc1ccccc1-n1cc(-c2ccccc2)nn1)c1ccccc1,15300.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL4215290,COc1ccc(-n2nnc(-c3cccc(NC(=O)c4ccc(C(F)(F)F)cc4)c3)n2)cc1,18500.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL4203623,COc1ccc(-n2nnc(-c3ccc(NC(=O)c4ccc(C(F)(F)F)cc4)cc3)n2)cc1,39800.0,inactive
